School,Field,Year,basename,phase1_candidate_count,phase2_candidate_count,excluded_candidate_count,word_count,phase1_density_per_10k,phase2_density_per_10k,period
SNS,Chemistry,2020,a_search_by_nbo_analysis_for_syndetic_donation_in_known_x_ray_structures_of_transition_metal_complexes_with_close_aromatic_ring_c_h_metal_approaches_2020.pdf,11,5,6,12785,8.603832616347281,3.9108330074305826,2017-2022
SNS,Chemistry,2020,differential_inhibition_of_apobec3_dna_mutator_isozymes_by_fluoro_and_non_fluoro_substituted_2_deoxyzebularine_embedded_in_single_stranded_dna_2020.pdf,11,7,4,7473,14.719657433427003,9.367054730362637,2017-2022
SNS,Chemistry,2020,electronic_and_steric_manipulation_of_the_agostic_interaction_in_benzo_quinoline_complexes_of_pd_and_implications_for_the_formation_of_η1_pd_c_bonds_2020.pdf,15,8,7,12142,12.35381321034426,6.588700378850271,2017-2022
SNS,Chemistry,2020,heterochromatin_protein_1α_interacts_with_parallel_rna_and_dna_g_quadruplexes_2020.pdf,7,3,4,7193,9.731683581259558,4.170721534825525,2017-2022
SNS,Chemistry,2020,mechanical_properties_and_microstructural_behaviour_of_microwave_sintered_wc_co_2020.pdf,2,0,2,5917,3.380091262464086,0.0,2017-2022
SNS,Chemistry,2020,new_interpretation_and_approach_to_curve_fitting_synchrotron_x_ray_photoelectron_spectra_of_9s8_fracture_surfaces_2020.pdf,5,4,1,8951,5.585968048262765,4.468774438610211,2017-2022
SNS,Chemistry,2020,panic_learning_off_the_covid_campus_2020.pdf,7,2,5,11356,6.164142303628038,1.7611835153222966,2017-2022
SNS,Chemistry,2020,strong_nonresonant_radiation_enhances_cis_trans_photoisomerization_of_stilbene_in_solution_2020.pdf,0,0,0,0,0.0,0.0,2017-2022
SNS,Chemistry,2020,the_importance_of_phosphates_for_dna_g_quadruplex_formation_2020.pdf,18,10,8,8813,20.424373085215024,11.346873936230567,2017-2022
SNS,Chemistry,2021,degradation_of_fusion_reactor_plasma_facing_materials_through_surface_plasma_etching_2021.pdf,0,0,0,344,0.0,0.0,2017-2022
SNS,Chemistry,2021,dna_with_zwitterionic_and_negatively_charged_phosphate_modifications_2021.pdf,13,9,4,9060,14.34878587196468,9.933774834437086,2017-2022
SNS,Chemistry,2021,microbial_induced_corrosion_of_3d_printed_stainless_steels_2021.pdf,0,0,0,538,0.0,0.0,2017-2022
SNS,Chemistry,2021,probing_molecular_mechanisms_during_the_oscillatory_adsorption_of_propyl_chain_functionalized_organosilane_films_with_sum_frequency_generation_spectroscopy_2021.pdf,6,4,2,7706,7.7861406696080975,5.190760446405398,2017-2022
SNS,Chemistry,2021,small_angle_x_ray_scattering_models_of_apobec3b_catalytic_domain_in_a_complex_with_a_single-stranded_dna_inhibitor_2021.pdf,19,14,5,14381,13.21187678186496,9.735067102426813,2017-2022
SNS,Chemistry,2021,steric_and_electronic_manipulation_of_the_agostic_and_π_syndetic_donations_in_a_known_iminophosphane_ni_complex_containing_a_rotatable_in_plane_aromatic_ring_2021.pdf,9,3,6,6112,14.725130890052357,4.908376963350785,2017-2022
SNS,Chemistry,2021,sub_micron_moulding_topological_mass_transport_regimes_in_angled_vortex_fluidic_flow_2021.pdf,6,3,3,9980,6.012024048096192,3.006012024048096,2017-2022
SNS,Chemistry,2021,surface_characterisation_of_pyrite_exposed_to_a_brierleyi_2021.pdf,4,2,2,9682,4.131377814501136,2.065688907250568,2017-2022
SNS,Chemistry,2021,synthesis_photophysical_and_assembly_studies_of_novel_luminescent_lanthanide_complexes_of_1_2_3_triazolyl_pyridine_2_6_dicarboxamide_based_ligands_2021.pdf,7,3,4,11126,6.29156929714183,2.6963868416322128,2017-2022
SNS,Chemistry,2021,the_corrosion_and_degradation_behaviour_of_wire_arc_additively_manufactured_316_ss_and_aluminium_bronze_alloys_2021.pdf,0,0,0,232,0.0,0.0,2017-2022
SNS,Chemistry,2021,the_impact_of_post_processing_heat_treatments_on_elemental_distribution_and_corrosion_properties_of_cold_spray_printed_ai_alloys_2021.pdf,1,0,1,777,12.87001287001287,0.0,2017-2022
SNS,Chemistry,2021,ultra_thin_films_of_amphiphilic_lanthanide_complexes_2021.pdf,3,1,2,3745,8.01068090787717,2.67022696929239,2017-2022
SNS,Chemistry,2022,beyond_the_stem_comfort_zone_2022.pdf,4,3,1,7788,5.136106831022086,3.852080123266564,2017-2022
SNS,Chemistry,2022,bis_anagostic_structures_in_n_n_chelate_ligand_complexes_of_palladium_2022.pdf,17,7,10,6698,25.380710659898476,10.450880859958197,2017-2022
SNS,Chemistry,2022,coiling_of_single_walled_carbon_nanotubes_via_selective_topological_fluid_flow_2022.pdf,0,0,0,203,0.0,0.0,2017-2022
SNS,Chemistry,2022,design_synthesis_and_evaluation_of_a_cross_linked_oligonucleotide_as_the_first_nanomolar_inhibitor_of_apobec3a_2022.pdf,17,9,8,5913,28.750211398613224,15.220700152207002,2017-2022
SNS,Chemistry,2022,influence_of_co_fe_ni_ratio_on_cobalt_pentlandites_electronic_structure_and_surface_speciation_2022.pdf,5,3,2,8503,5.880277549100317,3.528166529460191,2017-2022
SNS,Chemistry,2022,phosphorothioate_modification_improves_exon_skipping_of_antisense_oligonucleotides_based_on_sulfonyl_phosphoramidates_in_mdx_mouse_myotubes_2022.pdf,9,3,6,5736,15.690376569037657,5.230125523012552,2017-2022
SNS,Chemistry,2022,reconstruction_of_pyrrhotite_fracture_surfaces_2022.pdf,6,4,2,8339,7.195107327017628,4.796738218011752,2017-2022
SNS,Chemistry,2022,small_angle_x_ray_scattering_measurements_of_apobec3g_provide_structural_basis_for_binding_of_single_stranded_dna_and_processivity_2022.pdf,25,15,10,17112,14.609630668536699,8.76577840112202,2017-2022
SNS,Chemistry,2022,the_scientist_tthe_artefact_and_the_exegesis_2022.pdf,11,3,8,10181,10.80443964247127,2.946665357037619,2017-2022
SNS,Chemistry,2022,the_vice_chancellor_in_australian_universities_2022.pdf,6,1,5,9033,6.642311524410495,1.1070519207350826,2017-2022
SNS,Chemistry,2022,ultraviolet_c_photoresponsivity_using_fabricated_tio2_thin_films_and_transimpedance_amplifier_based_test_setup_2022.pdf,12,2,10,9271,12.943587531010678,2.15726458850178,2017-2022
SNS,Chemistry,2022,uncoupling_molecular_testing_for_sars_cov_2_from_international_supply_chains_2022.pdf,28,15,13,11240,24.91103202846975,13.345195729537368,2017-2022
SNS,Chemistry,2022,vortex_fluidic_induced_mass_transfer_across_immiscible_phases_2022.pdf,13,6,7,9870,13.171225937183383,6.079027355623101,2017-2022
SNS,Genetics,2012,diverse_lifestyles_and_strategies_of_plant_pathogenesis_encoded_in_the_genomes_of_eighteen_dothideomycetes_fungi_2012.pdf,24,11,13,21403,11.21338130168668,5.139466429939728,2012-2016
SNS,Genetics,2012,diverse_life_styles_encoded_in_the_genomes_of_eighteen_dothideomycetes_2012.pdf,24,11,13,21403,11.21338130168668,5.139466429939728,2012-2016
SNS,Genetics,2012,protecting_forest_crops_from_disease_2012.pdf,2,1,1,256,78.125,39.0625,2012-2016
SNS,Genetics,2012,quantification_of_dothistroma_septosporum_spores_by_real_time_polymerase_chain_reaction_2012.pdf,1,0,1,618,16.181229773462785,0.0,2012-2016
SNS,Genetics,2012,the_genome_of_the_biotrophic_fungus_cladosporium_fulvum_suggests_that_it_evolved_from_a_necrotrophic_pathogen_2012.pdf,1,1,0,235,42.5531914893617,42.5531914893617,2012-2016
SNS,Genetics,2012,the_genome_of_the_fungus_cladosporium_fulvum_suggests_an_ancestral_host_jump_to_tomato_2012.pdf,1,1,0,234,42.73504273504274,42.73504273504274,2012-2016
SNS,Genetics,2012,the_vea_gene_of_the_pine_needle_pathogen_dothistroma_septosporum_regulates_sporulation_and_secondary_metabolism_2012.pdf,9,2,7,9933,9.06070673512534,2.0134903855834088,2012-2016
SNS,Genetics,2012,transcriptome_analysis_during_incompatible_and_compatible_interactions_of_ciborinia_camelliae_and_camellia_2012.pdf,0,0,0,189,0.0,0.0,2012-2016
SNS,Genetics,2012,transformation_of_cyclaneusma_minus_with_green_fluorescent_protein_to_enable_screening_of_fungi_for_biocontrol_activity_2012.pdf,10,6,4,5973,16.742005692281936,10.045203415369162,2012-2016
SNS,Genetics,2013,an_improved_artificial_pathogenicity_assay_for_dothistroma_needle_blight_on_pinus_radiata_2013.pdf,6,3,3,6173,9.71974728657055,4.859873643285275,2012-2016
SNS,Genetics,2013,ciborinia_camelliae_induces_variable_plant_resistance_responses_in_selected_species_of_camellia_2013.pdf,8,6,2,7571,10.566635847312112,7.924976885484083,2012-2016
SNS,Genetics,2013,diverse_lifestyles_and_strategies_of_plant_pathogenesis_encoded_in_the_genomes_of_eighteen_dothideomycetes_2013.pdf,6,4,2,1697,35.35651149086623,23.57100766057749,2012-2016
