Unnamed: 0,File,School,Field,Year,File_Path,Maori_words
192,building_information_modelling_in_quantity_surveying_practices_2022.pdf,SBE,Built_Environment,2022,C:/Users/vwan118/Documents/MaoriStudy/CoS-Merged\SBE\Built_Environment\2022\building_information_modelling_in_quantity_surveying_practices_2022.pdf,"wao, teo, iaeme, mana, karimi, mukaka"
193,challenges_of_offsite_construction_and_bim_implementation_2022.pdf,SBE,Built_Environment,2022,C:/Users/vwan118/Documents/MaoriStudy/CoS-Merged\SBE\Built_Environment\2022\challenges_of_offsite_construction_and_bim_implementation_2022.pdf,"niu, hou, koo, ite, wha, okoro, wuni, aei, meho, ani, nawari"
194,climate_change_impacts_on_built_environment_2022.pdf,SBE,Built_Environment,2022,C:/Users/vwan118/Documents/MaoriStudy/CoS-Merged\SBE\Built_Environment\2022\climate_change_impacts_on_built_environment_2022.pdf,"taheri, miara, ama, moreira, pina, pupo, tumeo, puri"
195,conceptualising_a_framework_for_construction_sector_capacity_2022.pdf,SBE,Built_Environment,2022,C:/Users/vwan118/Documents/MaoriStudy/CoS-Merged\SBE\Built_Environment\2022\conceptualising_a_framework_for_construction_sector_capacity_2022.pdf,"nani, hoai"
196,creating_a_case_for_innovation_acceleration_in_the_new_zealand_building_industry_2022.pdf,SBE,Built_Environment,2022,C:/Users/vwan118/Documents/MaoriStudy/CoS-Merged\SBE\Built_Environment\2022\creating_a_case_for_innovation_acceleration_in_the_new_zealand_building_industry_2022.pdf,"kingi, ina, kiwi, otimi"
197,critical_analysis_of_tsunami_preparedness_at_local_level_for_sustainable_urban_planning_in_sri_lanka_2022.pdf,SBE,Built_Environment,2022,C:/Users/vwan118/Documents/MaoriStudy/CoS-Merged\SBE\Built_Environment\2022\critical_analysis_of_tsunami_preparedness_at_local_level_for_sustainable_urban_planning_in_sri_lanka_2022.pdf,"araki, tanaka, mahanama"
198,developing_a_framework_for_construction_sector_capacity_2022.pdf,SBE,Built_Environment,2022,C:/Users/vwan118/Documents/MaoriStudy/CoS-Merged\SBE\Built_Environment\2022\developing_a_framework_for_construction_sector_capacity_2022.pdf,"nani, hoai"
199,development_and_analysis_of_an_automated_performance_code_checking_workflow_2022.pdf,SBE,Built_Environment,2022,C:/Users/vwan118/Documents/MaoriStudy/CoS-Merged\SBE\Built_Environment\2022\development_and_analysis_of_an_automated_performance_code_checking_workflow_2022.pdf,"neto, teoria, rua, mero, nawari, onetime, aia, nawari"
200,development_of_flood_vulnerability_curves_for_sri_lankan_hospitals_2022.pdf,SBE,Built_Environment,2022,C:/Users/vwan118/Documents/MaoriStudy/CoS-Merged\SBE\Built_Environment\2022\development_of_flood_vulnerability_curves_for_sri_lankan_hospitals_2022.pdf,"miao, paho, etu, rana, okura, karimi, neupane, mahanama"
201,ensuring_biological_hazard_preparedness_in_health_and_safety_of_construction_sector_2022.pdf,SBE,Built_Environment,2022,C:/Users/vwan118/Documents/MaoriStudy/CoS-Merged\SBE\Built_Environment\2022\ensuring_biological_hazard_preparedness_in_health_and_safety_of_construction_sector_2022.pdf,"rui, koo, ooi"
202,evaluating_the_network_of_stakeholders_in_multi_hazard_early_warning_systems_for_multiple_hazards_amidst_biological_outbreaks_2022.pdf,SBE,Built_Environment,2022,C:/Users/vwan118/Documents/MaoriStudy/CoS-Merged\SBE\Built_Environment\2022\evaluating_the_network_of_stakeholders_in_multi_hazard_early_warning_systems_for_multiple_hazards_amidst_biological_outbreaks_2022.pdf,"meteo, nara, ingo, epoa, amaratunge, moa, ina"
203,evaluation_of_societal_trust_on_multi_hazard_early_warning_mechanism_2022.pdf,SBE,Built_Environment,2022,C:/Users/vwan118/Documents/MaoriStudy/CoS-Merged\SBE\Built_Environment\2022\evaluation_of_societal_trust_on_multi_hazard_early_warning_mechanism_2022.pdf,"wea, ane, upo, teri, hui, pone, onime"
204,evolutionary_game_and_simulation_of_green_housing_market_subject_behavior_in_china_2022.pdf,SBE,Built_Environment,2022,C:/Users/vwan118/Documents/MaoriStudy/CoS-Merged\SBE\Built_Environment\2022\evolutionary_game_and_simulation_of_green_housing_market_subject_behavior_in_china_2022.pdf,hao
205,exploring_off_site_construction_and_building_information_modelling_integration_challenges_2022.pdf,SBE,Built_Environment,2022,C:/Users/vwan118/Documents/MaoriStudy/CoS-Merged\SBE\Built_Environment\2022\exploring_off_site_construction_and_building_information_modelling_integration_challenges_2022.pdf,"manu, hao, kiwi, mori, nakano, wuni, minimi, ure, nawari"
206,national_perspectives_of_covid_19_2022.pdf,SBE,Built_Environment,2022,C:/Users/vwan118/Documents/MaoriStudy/CoS-Merged\SBE\Built_Environment\2022\national_perspectives_of_covid_19_2022.pdf,"okereke, hou"
207,prototyping_and_testing_a_virtual_reality_counterterrorism_serious_game_for_active_shooting_2022.pdf,SBE,Built_Environment,2022,C:/Users/vwan118/Documents/MaoriStudy/CoS-Merged\SBE\Built_Environment\2022\prototyping_and_testing_a_virtual_reality_counterterrorism_serious_game_for_active_shooting_2022.pdf,"aei, etopio, oikonomou, kaimara, rahouti"
208,prototyping_an_immersive_virtual_reality_training_system_for_urban_scale_evacuation_using_360_degree_panoramas_2022.pdf,SBE,Built_Environment,2022,C:/Users/vwan118/Documents/MaoriStudy/CoS-Merged\SBE\Built_Environment\2022\prototyping_an_immersive_virtual_reality_training_system_for_urban_scale_evacuation_using_360_degree_panoramas_2022.pdf,"rahouti, ute, kanakati, panorami, hoe, animate, orewa"
209,the_applications_of_building_information_modelling_for_the_lifecycle_performance_of_green_buildings_2022.pdf,SBE,Built_Environment,2022,C:/Users/vwan118/Documents/MaoriStudy/CoS-Merged\SBE\Built_Environment\2022\the_applications_of_building_information_modelling_for_the_lifecycle_performance_of_green_buildings_2022.pdf,"materia, ea, tae"
210,the_impact_of_covid-19_on_the_construction_industry_and_lessons_learned_2022.pdf,SBE,Built_Environment,2022,C:/Users/vwan118/Documents/MaoriStudy/CoS-Merged\SBE\Built_Environment\2022\the_impact_of_covid-19_on_the_construction_industry_and_lessons_learned_2022.pdf,"tonote, hou, nana, inoue, ranaweera, nipa"
211,the_perception_of_commercial_construction_companies_on_using_technology_to_review_contracts_in_new_zealand_2022.pdf,SBE,Built_Environment,2022,C:/Users/vwan118/Documents/MaoriStudy/CoS-Merged\SBE\Built_Environment\2022\the_perception_of_commercial_construction_companies_on_using_technology_to_review_contracts_in_new_zealand_2022.pdf,ure
212,the_role_of_professionals_involved_in_the_built_environment_in_contributing_to_climate_change_adaptation_in_sri_lanka_2022.pdf,SBE,Built_Environment,2022,C:/Users/vwan118/Documents/MaoriStudy/CoS-Merged\SBE\Built_Environment\2022\the_role_of_professionals_involved_in_the_built_environment_in_contributing_to_climate_change_adaptation_in_sri_lanka_2022.pdf,"uea, rami"
213,a_conceptual_framework_to_evaluate_suppliers_for_building_infrastructure_in_the_malaysian_electricity_supply_industry_2012.pdf,SBE,Construction_Management,2012,C:/Users/vwan118/Documents/MaoriStudy/CoS-Merged\SBE\Construction_Management\2012\a_conceptual_framework_to_evaluate_suppliers_for_building_infrastructure_in_the_malaysian_electricity_supply_industry_2012.pdf,"iate, moreo, kuei"
214,a_framework_for_sub_contractor_integration_in_alliance_contracts_2012.pdf,SBE,Construction_Management,2012,C:/Users/vwan118/Documents/MaoriStudy/CoS-Merged\SBE\Construction_Management\2012\a_framework_for_sub_contractor_integration_in_alliance_contracts_2012.pdf,"nga, ete, maturana, pote, iterature, mee, paa"
215,construction_payment_delays_and_losses_2012.pdf,SBE,Construction_Management,2012,C:/Users/vwan118/Documents/MaoriStudy/CoS-Merged\SBE\Construction_Management\2012\construction_payment_delays_and_losses_2012.pdf,
216,construction_waste_management_in_india_2012.pdf,SBE,Construction_Management,2012,C:/Users/vwan118/Documents/MaoriStudy/CoS-Merged\SBE\Construction_Management\2012\construction_waste_management_in_india_2012.pdf,"teri, toma, teo"
217,contemporary_issues_in_building_collapse_and_its_implications_for_sustainable_development_2012.pdf,SBE,Construction_Management,2012,C:/Users/vwan118/Documents/MaoriStudy/CoS-Merged\SBE\Construction_Management\2012\contemporary_issues_in_building_collapse_and_its_implications_for_sustainable_development_2012.pdf,"amu, oniru, ona, amukoko, karo, oke, kano, naira, maitama, opoko, akure"
218,determining_project_performance_criteria_and_key_procurement_methods_in_nigeria_2012.pdf,SBE,Construction_Management,2012,C:/Users/vwan118/Documents/MaoriStudy/CoS-Merged\SBE\Construction_Management\2012\determining_project_performance_criteria_and_key_procurement_methods_in_nigeria_2012.pdf,ea
219,embedding_sustainability_into_cross_disciplinary_practice_in_higher_education_2012.pdf,SBE,Construction_Management,2012,C:/Users/vwan118/Documents/MaoriStudy/CoS-Merged\SBE\Construction_Management\2012\embedding_sustainability_into_cross_disciplinary_practice_in_higher_education_2012.pdf,
220,evaluating_the_adequacy_of_installed_ventilation_systems_in_high_rise_buildings_in_nairobi_kenya_2012.pdf,SBE,Construction_Management,2012,C:/Users/vwan118/Documents/MaoriStudy/CoS-Merged\SBE\Construction_Management\2012\evaluating_the_adequacy_of_installed_ventilation_systems_in_high_rise_buildings_in_nairobi_kenya_2012.pdf,kimutai
221,liquidation_and_its_effects_on_construction_trade_creditors_in_new_zealand_2012.pdf,SBE,Construction_Management,2012,C:/Users/vwan118/Documents/MaoriStudy/CoS-Merged\SBE\Construction_Management\2012\liquidation_and_its_effects_on_construction_trade_creditors_in_new_zealand_2012.pdf,
222,reorganization_of_sub_contractor_management_practices_in_alliance_contracts_2012.pdf,SBE,Construction_Management,2012,C:/Users/vwan118/Documents/MaoriStudy/CoS-Merged\SBE\Construction_Management\2012\reorganization_of_sub_contractor_management_practices_in_alliance_contracts_2012.pdf,
223,securing_best_prices_for_construction_materials_2012.pdf,SBE,Construction_Management,2012,C:/Users/vwan118/Documents/MaoriStudy/CoS-Merged\SBE\Construction_Management\2012\securing_best_prices_for_construction_materials_2012.pdf,"materia, nuno, erature, ina, ea, materi, mau"
224,strategy_led_construction_2012.pdf,SBE,Construction_Management,2012,C:/Users/vwan118/Documents/MaoriStudy/CoS-Merged\SBE\Construction_Management\2012\strategy_led_construction_2012.pdf,"ree, iteria"
225,supplier_selection_in_the_construction_material_purchasing_function_2012.pdf,SBE,Construction_Management,2012,C:/Users/vwan118/Documents/MaoriStudy/CoS-Merged\SBE\Construction_Management\2012\supplier_selection_in_the_construction_material_purchasing_function_2012.pdf,"teria, poo, materi"
226,the_uk_snagging_process_2012.pdf,SBE,Construction_Management,2012,C:/Users/vwan118/Documents/MaoriStudy/CoS-Merged\SBE\Construction_Management\2012\the_uk_snagging_process_2012.pdf,
227,analysis_of_contractors_head_office_overhead_on_compensable_delay_events_2013.pdf,SBE,Construction_Management,2013,C:/Users/vwan118/Documents/MaoriStudy/CoS-Merged\SBE\Construction_Management\2013\analysis_of_contractors_head_office_overhead_on_compensable_delay_events_2013.pdf,ere
228,a_framework_for_identifying_construction_companies_best_practice_2013.pdf,SBE,Construction_Management,2013,C:/Users/vwan118/Documents/MaoriStudy/CoS-Merged\SBE\Construction_Management\2013\a_framework_for_identifying_construction_companies_best_practice_2013.pdf,"maire, moura, nee, wana, reiterate, orate, ure, teria"
229,determining_the_magnitude_of_transaction_costs_in_construction_procurement_systems_2013.pdf,SBE,Construction_Management,2013,C:/Users/vwan118/Documents/MaoriStudy/CoS-Merged\SBE\Construction_Management\2013\determining_the_magnitude_of_transaction_costs_in_construction_procurement_systems_2013.pdf,"ima, ea, wou"
230,direction_of_the_causal_relationship_between_construction_and_the_national_economy_of_sri_lanka_2013.pdf,SBE,Construction_Management,2013,C:/Users/vwan118/Documents/MaoriStudy/CoS-Merged\SBE\Construction_Management\2013\direction_of_the_causal_relationship_between_construction_and_the_national_economy_of_sri_lanka_2013.pdf,"weo, peri, ue"
231,evaluating_the_effectiveness_of_construction_payment_provisions_in_new_zealand_2013.pdf,SBE,Construction_Management,2013,C:/Users/vwan118/Documents/MaoriStudy/CoS-Merged\SBE\Construction_Management\2013\evaluating_the_effectiveness_of_construction_payment_provisions_in_new_zealand_2013.pdf,"rame, hea, amo"
232,impact_of_organisational_structure_and_strategies_on_construction_organisations_performance_2013.pdf,SBE,Construction_Management,2013,C:/Users/vwan118/Documents/MaoriStudy/CoS-Merged\SBE\Construction_Management\2013\impact_of_organisational_structure_and_strategies_on_construction_organisations_performance_2013.pdf,hao
233,risk_contingency_fund_in_the_design_stage_elemental_cost_planning_function_2013.pdf,SBE,Construction_Management,2013,C:/Users/vwan118/Documents/MaoriStudy/CoS-Merged\SBE\Construction_Management\2013\risk_contingency_fund_in_the_design_stage_elemental_cost_planning_function_2013.pdf,"mera, eria, pite, akure"
234,supply_chain_collaboration_in_new_zealand_house_construction_2013.pdf,SBE,Construction_Management,2013,C:/Users/vwan118/Documents/MaoriStudy/CoS-Merged\SBE\Construction_Management\2013\supply_chain_collaboration_in_new_zealand_house_construction_2013.pdf,toone
235,the_effects_of_business_environments_on_corporate_strategies_and_performance_of_construction_organisations_2013.pdf,SBE,Construction_Management,2013,C:/Users/vwan118/Documents/MaoriStudy/CoS-Merged\SBE\Construction_Management\2013\the_effects_of_business_environments_on_corporate_strategies_and_performance_of_construction_organisations_2013.pdf,"ake, mana, rature"
236,adequacy_of_ventilation_systems_2014.pdf,SBE,Construction_Management,2014,C:/Users/vwan118/Documents/MaoriStudy/CoS-Merged\SBE\Construction_Management\2014\adequacy_of_ventilation_systems_2014.pdf,natu
237,an_acd_diagram_developed_for_simulating_a_bridge_construction_operation_2014.pdf,SBE,Construction_Management,2014,C:/Users/vwan118/Documents/MaoriStudy/CoS-Merged\SBE\Construction_Management\2014\an_acd_diagram_developed_for_simulating_a_bridge_construction_operation_2014.pdf,"nee, koo, umi, aei, puri, initia, enia"
238,an_exploratory_evaluation_of_a_new_national_online_consenting_system_in_new_zealand_2014.pdf,SBE,Construction_Management,2014,C:/Users/vwan118/Documents/MaoriStudy/CoS-Merged\SBE\Construction_Management\2014\an_exploratory_evaluation_of_a_new_national_online_consenting_system_in_new_zealand_2014.pdf,"poi, manukau, nati, papakura, waitakere, peo"
239,an_exploratory_evaluation_of_the_new_risk_based_inspection_scheme_2014.pdf,SBE,Construction_Management,2014,C:/Users/vwan118/Documents/MaoriStudy/CoS-Merged\SBE\Construction_Management\2014\an_exploratory_evaluation_of_the_new_risk_based_inspection_scheme_2014.pdf,minimi
240,client_value_in_procured_construction_services_2014.pdf,SBE,Construction_Management,2014,C:/Users/vwan118/Documents/MaoriStudy/CoS-Merged\SBE\Construction_Management\2014\client_value_in_procured_construction_services_2014.pdf,"ue, enge"
241,developing_activity_cycled_based_diagram_for_simulating_a_bridge_construction_operation_2014.pdf,SBE,Construction_Management,2014,C:/Users/vwan118/Documents/MaoriStudy/CoS-Merged\SBE\Construction_Management\2014\developing_activity_cycled_based_diagram_for_simulating_a_bridge_construction_operation_2014.pdf,"koo, umi, aei, puri"
242,developing_a_holistic_risk_management_plan_in_mitigating_flooding_risks_for_buildings_adjacent_to_the_swan_river_in_perth_western_australia_2014.pdf,SBE,Construction_Management,2014,C:/Users/vwan118/Documents/MaoriStudy/CoS-Merged\SBE\Construction_Management\2014\developing_a_holistic_risk_management_plan_in_mitigating_flooding_risks_for_buildings_adjacent_to_the_swan_river_in_perth_western_australia_2014.pdf,"pape, ere, mana, ange"
243,evaluation_of_the_impact_of_organisational_contingency_factors_on_firm_performance_2014.pdf,SBE,Construction_Management,2014,C:/Users/vwan118/Documents/MaoriStudy/CoS-Merged\SBE\Construction_Management\2014\evaluation_of_the_impact_of_organisational_contingency_factors_on_firm_performance_2014.pdf,
244,exploring_cost_and_risk_issues_in_the_variability_between_design_stage_elemental_cost_plan_and_final_tender_sum_2014.pdf,SBE,Construction_Management,2014,C:/Users/vwan118/Documents/MaoriStudy/CoS-Merged\SBE\Construction_Management\2014\exploring_cost_and_risk_issues_in_the_variability_between_design_stage_elemental_cost_plan_and_final_tender_sum_2014.pdf,ara
245,improving_environmental_management_legislation_to_facilitate_post_disaster_reconstruction_2014.pdf,SBE,Construction_Management,2014,C:/Users/vwan118/Documents/MaoriStudy/CoS-Merged\SBE\Construction_Management\2014\improving_environmental_management_legislation_to_facilitate_post_disaster_reconstruction_2014.pdf,"whakatane, matata, manawatu, menoni, nationa, ure, porirua, ture, towa, tewari"
246,legislation_changes_following_earthquake_disasters_2014.pdf,SBE,Construction_Management,2014,C:/Users/vwan118/Documents/MaoriStudy/CoS-Merged\SBE\Construction_Management\2014\legislation_changes_following_earthquake_disasters_2014.pdf,"menoni, tooperate, ame, marano"
247,procurement_selection_model_2014.pdf,SBE,Construction_Management,2014,C:/Users/vwan118/Documents/MaoriStudy/CoS-Merged\SBE\Construction_Management\2014\procurement_selection_model_2014.pdf,
248,public_private_partnerships_2014.pdf,SBE,Construction_Management,2014,C:/Users/vwan118/Documents/MaoriStudy/CoS-Merged\SBE\Construction_Management\2014\public_private_partnerships_2014.pdf,"aremore, ure, nao"
249,reasons_for_contractors_delay_claims_failures_in_sri_lanka_2014.pdf,SBE,Construction_Management,2014,C:/Users/vwan118/Documents/MaoriStudy/CoS-Merged\SBE\Construction_Management\2014\reasons_for_contractors_delay_claims_failures_in_sri_lanka_2014.pdf,rii
250,simulation_of_bridge_construction_works_2014.pdf,SBE,Construction_Management,2014,C:/Users/vwan118/Documents/MaoriStudy/CoS-Merged\SBE\Construction_Management\2014\simulation_of_bridge_construction_works_2014.pdf,"umi, ome"
251,the_power_of_technology_in_bridge_construction_project_management_2014.pdf,SBE,Construction_Management,2014,C:/Users/vwan118/Documents/MaoriStudy/CoS-Merged\SBE\Construction_Management\2014\the_power_of_technology_in_bridge_construction_project_management_2014.pdf,"puri, rati, whi, umi"
252,the_relationship_between_construction_sector_and_the_national_economy_of_sri_lanka_2014.pdf,SBE,Construction_Management,2014,C:/Users/vwan118/Documents/MaoriStudy/CoS-Merged\SBE\Construction_Management\2014\the_relationship_between_construction_sector_and_the_national_economy_of_sri_lanka_2014.pdf,"weo, whi, ue"
253,accuracy_in_design_stage_elemental_cost_planning_2015.pdf,SBE,Construction_Management,2015,C:/Users/vwan118/Documents/MaoriStudy/CoS-Merged\SBE\Construction_Management\2015\accuracy_in_design_stage_elemental_cost_planning_2015.pdf,
254,analysis_of_the_influence_of_a_strategy_led_planning_approach_on_successful_construction_project_implementation_2015.pdf,SBE,Construction_Management,2015,C:/Users/vwan118/Documents/MaoriStudy/CoS-Merged\SBE\Construction_Management\2015\analysis_of_the_influence_of_a_strategy_led_planning_approach_on_successful_construction_project_implementation_2015.pdf,"mene, aia, mora, ere, pena, kumara"
255,an_empirical_analysis_of_construction_organisations_competitive_strategies_and_performance_2015.pdf,SBE,Construction_Management,2015,C:/Users/vwan118/Documents/MaoriStudy/CoS-Merged\SBE\Construction_Management\2015\an_empirical_analysis_of_construction_organisations_competitive_strategies_and_performance_2015.pdf,"manu, kao, nge, hawawini, ea"
256,an_ontology_based_web_service_framework_for_construction_supply_chain_collaboration_and_management_2015.pdf,SBE,Construction_Management,2015,C:/Users/vwan118/Documents/MaoriStudy/CoS-Merged\SBE\Construction_Management\2015\an_ontology_based_web_service_framework_for_construction_supply_chain_collaboration_and_management_2015.pdf,"iri, namepo, irani, moumita"
257,a_4d_automatic_simulation_tool_for_construction_resource_planning_2015.pdf,SBE,Construction_Management,2015,C:/Users/vwan118/Documents/MaoriStudy/CoS-Merged\SBE\Construction_Management\2015\a_4d_automatic_simulation_tool_for_construction_resource_planning_2015.pdf,"kau, koo, ture, meeti"
258,causes_of_payment_problems_in_the_new_zealand_construction_industry_2015.pdf,SBE,Construction_Management,2015,C:/Users/vwan118/Documents/MaoriStudy/CoS-Merged\SBE\Construction_Management\2015\causes_of_payment_problems_in_the_new_zealand_construction_industry_2015.pdf,"kaka, motawa, hui"
259,cyber_physical_systems_integration_of_building_information_models_and_the_physical_construction_2015.pdf,SBE,Construction_Management,2015,C:/Users/vwan118/Documents/MaoriStudy/CoS-Merged\SBE\Construction_Management\2015\cyber_physical_systems_integration_of_building_information_models_and_the_physical_construction_2015.pdf,"outa, amora, kamara, toone"
260,developing_a_procurement_path_determination_chart_sem_based_approach_2015.pdf,SBE,Construction_Management,2015,C:/Users/vwan118/Documents/MaoriStudy/CoS-Merged\SBE\Construction_Management\2015\developing_a_procurement_path_determination_chart_sem_based_approach_2015.pdf,"maua, aremore"
261,development_of_a_client_based_risk_management_methodology_for_the_early_design_stage_of_construction_processes_2015.pdf,SBE,Construction_Management,2015,C:/Users/vwan118/Documents/MaoriStudy/CoS-Merged\SBE\Construction_Management\2015\development_of_a_client_based_risk_management_methodology_for_the_early_design_stage_of_construction_processes_2015.pdf,"oneo, peniwati, paia"
262,enhanced_project_brief_2015.pdf,SBE,Construction_Management,2015,C:/Users/vwan118/Documents/MaoriStudy/CoS-Merged\SBE\Construction_Management\2015\enhanced_project_brief_2015.pdf,"reiterate, ere, ure, rati, kometa, pii, iai, iai, peri, towa, kamara"
263,estimating_transaction_costs_in_the_new_zealand_construction_procurement_2015.pdf,SBE,Construction_Management,2015,C:/Users/vwan118/Documents/MaoriStudy/CoS-Merged\SBE\Construction_Management\2015\estimating_transaction_costs_in_the_new_zealand_construction_procurement_2015.pdf,"mena, ea, otimi"
264,evaluating_defect_reporting_in_new_residential_buildings_in_new_zealand_2015.pdf,SBE,Construction_Management,2015,C:/Users/vwan118/Documents/MaoriStudy/CoS-Merged\SBE\Construction_Management\2015\evaluating_defect_reporting_in_new_residential_buildings_in_new_zealand_2015.pdf,"ature, timi, ure, porirua, ture, tota, iate, repo, timate"
265,feasibility_study_of_automatically_performing_the_concrete_delivery_dispatching_through_machine_learning_techniques_2015.pdf,SBE,Construction_Management,2015,C:/Users/vwan118/Documents/MaoriStudy/CoS-Merged\SBE\Construction_Management\2015\feasibility_study_of_automatically_performing_the_concrete_delivery_dispatching_through_machine_learning_techniques_2015.pdf,"kangari, aha"
266,home_owners_and_developers_relationships_2015.pdf,SBE,Construction_Management,2015,C:/Users/vwan118/Documents/MaoriStudy/CoS-Merged\SBE\Construction_Management\2015\home_owners_and_developers_relationships_2015.pdf,"otimi, newhome"
267,managing_critical_factors_causing_delays_in_public_construction_projects_in_kingdom_of_saudi_arabia_2015.pdf,SBE,Construction_Management,2015,C:/Users/vwan118/Documents/MaoriStudy/CoS-Merged\SBE\Construction_Management\2015\managing_critical_factors_causing_delays_in_public_construction_projects_in_kingdom_of_saudi_arabia_2015.pdf,"mora, mana, engineeri"
268,measuring_strategic_performance_in_construction_companies_2015.pdf,SBE,Construction_Management,2015,C:/Users/vwan118/Documents/MaoriStudy/CoS-Merged\SBE\Construction_Management\2015\measuring_strategic_performance_in_construction_companies_2015.pdf,"moura, ini, ure, ina, ine, awa, wana, ori, operatio, emanate, teria, mana, ngowi, mana, iterature, opine, arou, nani, reiterate, ture"
269,reflective_practice_and_technical_rationality_in_construction_project_planning_2015.pdf,SBE,Construction_Management,2015,C:/Users/vwan118/Documents/MaoriStudy/CoS-Merged\SBE\Construction_Management\2015\reflective_practice_and_technical_rationality_in_construction_project_planning_2015.pdf,"amora, peri, rotimia, otimi"
270,stakeholders_practices_2015.pdf,SBE,Construction_Management,2015,C:/Users/vwan118/Documents/MaoriStudy/CoS-Merged\SBE\Construction_Management\2015\stakeholders_practices_2015.pdf,"wairakei, moroi, temitope, eeri"
271,the_new_zealand_construction_contracts_amendment_act_2015_for_better_or_worse_2015.pdf,SBE,Construction_Management,2015,C:/Users/vwan118/Documents/MaoriStudy/CoS-Merged\SBE\Construction_Management\2015\the_new_zealand_construction_contracts_amendment_act_2015_for_better_or_worse_2015.pdf,"ake, monie, pai, tute, ome, ea, kiere"
272,an_insight_into_the_commercial_viability_of_green_roofs_in_australia_2016.pdf,SBE,Construction_Management,2016,C:/Users/vwan118/Documents/MaoriStudy/CoS-Merged\SBE\Construction_Management\2016\an_insight_into_the_commercial_viability_of_green_roofs_in_australia_2016.pdf,"perini, wonga, peri, roo"
273,a_simplified_model_for_predicting_running_cost_of_office_buildings_in_sri_lanka_2016.pdf,SBE,Construction_Management,2016,C:/Users/vwan118/Documents/MaoriStudy/CoS-Merged\SBE\Construction_Management\2016\a_simplified_model_for_predicting_running_cost_of_office_buildings_in_sri_lanka_2016.pdf,"ute, opi, opine, iture, pere, remaini"
274,clients_knowledge_of_procurement_systems_and_its_influence_on_construction_project_performance_2016.pdf,SBE,Construction_Management,2016,C:/Users/vwan118/Documents/MaoriStudy/CoS-Merged\SBE\Construction_Management\2016\clients_knowledge_of_procurement_systems_and_its_influence_on_construction_project_performance_2016.pdf,"pape, ini, iteria, okoro, ao"
275,decision_making_model_for_selecting_the_optimum_method_of_delay_analysis_in_construction_projects_2016.pdf,SBE,Construction_Management,2016,C:/Users/vwan118/Documents/MaoriStudy/CoS-Merged\SBE\Construction_Management\2016\decision_making_model_for_selecting_the_optimum_method_of_delay_analysis_in_construction_projects_2016.pdf,"iee, keane"
276,determining_significant_risks_in_the_variability_between_design_stage_elemental_cost_plan_and_final_tender_sum_2016.pdf,SBE,Construction_Management,2016,C:/Users/vwan118/Documents/MaoriStudy/CoS-Merged\SBE\Construction_Management\2016\determining_significant_risks_in_the_variability_between_design_stage_elemental_cost_plan_and_final_tender_sum_2016.pdf,toa
277,environment_competitive_strategy_and_organizational_characteristics_2016.pdf,SBE,Construction_Management,2016,C:/Users/vwan118/Documents/MaoriStudy/CoS-Merged\SBE\Construction_Management\2016\environment_competitive_strategy_and_organizational_characteristics_2016.pdf,"hawawini, muni, nurie"
278,evaluating_the_budgetary_reliability_of_design_stage_elemental_cost_plan_in_building_procurement_2016.pdf,SBE,Construction_Management,2016,C:/Users/vwan118/Documents/MaoriStudy/CoS-Merged\SBE\Construction_Management\2016\evaluating_the_budgetary_reliability_of_design_stage_elemental_cost_plan_in_building_procurement_2016.pdf,"wai, mea, iterature"
279,integrating_alternative_technologies_to_improve_built_environment_sustainability_in_africa_2016.pdf,SBE,Construction_Management,2016,C:/Users/vwan118/Documents/MaoriStudy/CoS-Merged\SBE\Construction_Management\2016\integrating_alternative_technologies_to_improve_built_environment_sustainability_in_africa_2016.pdf,"ene, ngoro, kitamura, uture, kurokawa, arora, iea, oirere, koinuma, kaoma, miketa, tanemoto"
280,integrating_augmented_reality_and_building_information_modelling_to_facilitate_construction_site_coordination_2016.pdf,SBE,Construction_Management,2016,C:/Users/vwan118/Documents/MaoriStudy/CoS-Merged\SBE\Construction_Management\2016\integrating_augmented_reality_and_building_information_modelling_to_facilitate_construction_site_coordination_2016.pdf,"motu, teo, amora, kuo, ituma, rainio"
281,perceptions_of_regulatory_building_inspectors_and_designers_on_the_proposed_risk_based_inspection_regime_in_new_zealand_2016.pdf,SBE,Construction_Management,2016,C:/Users/vwan118/Documents/MaoriStudy/CoS-Merged\SBE\Construction_Management\2016\perceptions_of_regulatory_building_inspectors_and_designers_on_the_proposed_risk_based_inspection_regime_in_new_zealand_2016.pdf,"ame, mou"
282,relationship_between_competitive_strategy_and_construction_organisation_performance_2016.pdf,SBE,Construction_Management,2016,C:/Users/vwan118/Documents/MaoriStudy/CoS-Merged\SBE\Construction_Management\2016\relationship_between_competitive_strategy_and_construction_organisation_performance_2016.pdf,"hawawini, ture, amo, ome"
283,relationship_between_decision_making_style_competitive_strategies_and_organisational_performance_among_construction_organisations_2016.pdf,SBE,Construction_Management,2016,C:/Users/vwan118/Documents/MaoriStudy/CoS-Merged\SBE\Construction_Management\2016\relationship_between_decision_making_style_competitive_strategies_and_organisational_performance_among_construction_organisations_2016.pdf,
284,risk_impact_assessments_in_project_budget_development_2016.pdf,SBE,Construction_Management,2016,C:/Users/vwan118/Documents/MaoriStudy/CoS-Merged\SBE\Construction_Management\2016\risk_impact_assessments_in_project_budget_development_2016.pdf,rami
